epoch,train_loss,eval_loss,eval_top1,eval_top5
126,3.8113578099470873,1.1662993155288697,74.40399998046875,92.1300001171875
127,3.7883865191386294,1.1643113400650025,74.49199998046875,92.2019999609375
128,3.785815798319303,1.1621146332931518,74.52200016113281,92.17800001220704
129,3.8987003839932957,1.160214213104248,74.41399995361328,92.19800001220703
130,3.844162189043485,1.1571523517417908,74.52200005859375,92.3279999609375
131,3.8065036626962514,1.1545748394966127,74.51400005859375,92.3319999609375
132,3.8637150892844567,1.1539117069435119,74.54400003173828,92.32000009033203
133,3.715177242572491,1.1521957619857788,74.57200000488281,92.33400016845704
134,3.8161167731651893,1.1502533658981324,74.66999995361329,92.3340001171875
135,3.8184212904710035,1.1488902187538148,74.66400000488281,92.40400016845703
136,3.8409746151704054,1.1470122405815124,74.77599992675782,92.39800014404297
137,3.861043334007263,1.145668616886139,74.82599992675782,92.41000009033203
138,3.8040075393823476,1.1442572827339172,74.94400005615235,92.41600009033203
139,3.7682056702100315,1.1421862180328368,74.86600010742187,92.49600009033203
140,3.769942833827092,1.1412608255004884,74.85000005615234,92.5260000390625
141,3.8392435862467837,1.139618818283081,74.89800010742188,92.5000000390625
142,3.7826942939024706,1.1387795140838624,74.99400008056641,92.5100000390625
143,3.7901068375660825,1.1378849129104613,75.01200015869141,92.47600006591797
144,3.7775876980561476,1.135791184501648,75.05000000488282,92.51200006591797
145,3.768574283673213,1.1341725286865234,75.03999992675782,92.55399998779296
146,3.8283014664283166,1.1320352967262268,75.10599997802734,92.5680000390625
147,3.852912572713999,1.12950136592865,75.13799995361327,92.5959999609375
148,3.7988104820251465,1.1278279312705994,75.1260000805664,92.58400006591796
149,3.7756607624200673,1.126109628200531,75.11599995117187,92.6440000390625
150,3.7646691982562723,1.1243645676612855,75.16000005615234,92.6240000390625
151,3.7351394158143263,1.1226286417388915,75.11000003173828,92.66999998779296
152,3.7282360058564405,1.1211338039970398,75.16800015869141,92.66400006591797
153,3.762818767474248,1.1184333710479737,75.21000003173828,92.61599998779297
154,3.7720214495292077,1.1177858741760254,75.34800005615234,92.6159999609375
155,3.738450600550725,1.1175697368621826,75.3620001586914,92.66799990966797
156,3.715406216107882,1.1159717605781556,75.4340001586914,92.69800001220703
157,3.706765990990859,1.114448914527893,75.45000008056641,92.71200009033203
158,3.6665733319062452,1.1129704742813111,75.43000010742188,92.71799998779296
159,3.747404098510742,1.1120299118041992,75.46199997802735,92.70200006591797
160,3.6809044434474063,1.1095133286857606,75.5320000805664,92.76399998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5
161,3.6549407793925357,1.1074506306266785,75.59200003173828,92.7580000390625
162,3.7265543937683105,1.1068872961997986,75.65400000488282,92.7820001171875
163,3.740133202992953,1.1039276708412171,75.64399995361327,92.82400006347656
164,3.7311427776630106,1.1009403703689575,75.71399998046876,92.88000001220703
165,3.6888659458893995,1.0984582424926759,75.7819999267578,92.90200001220703
166,3.677576083403367,1.0965705596733093,75.74000002929688,92.92000009033202
167,3.67345785177671,1.0957191744232178,75.82000000488281,92.91800009033203
168,3.6546748784872203,1.094706875667572,75.87400008300781,92.9000000390625
169,3.6400000040347757,1.0934484226608276,75.92000013427734,92.9259999609375
170,3.714000756923969,1.0924836582756043,75.91200013427735,92.94599993652344
171,3.7154851785072913,1.0908318075180055,75.92400000488281,92.97000001220704
172,3.666736887051509,1.0881581486320495,75.86400005615235,92.95999993408203
173,3.6837856586162863,1.0868832190322877,75.95599997802735,93.01800006347656
174,3.576369413962731,1.0860217654418944,75.99599992675782,93.0220000390625
175,3.7437600172483005,1.084988075733185,75.99399987548829,92.9980000390625
176,3.641177800985483,1.0839184568786622,75.99999995361328,92.9879999609375
177,3.6580926730082584,1.0821997317314147,76.01399995361328,93.02200001220703
178,3.640698414582473,1.0815876238632203,75.97000002929687,93.0560001171875
179,3.653772097367507,1.0800747300720215,76.04199987548829,93.0720001171875
180,3.6310462034665623,1.0783778573417664,76.07000005615234,93.05000001220704
181,3.6138292917838464,1.0767121115112304,76.11199998046875,93.0499999609375
182,3.683776250252357,1.075508092956543,76.11400003417968,93.12800009033204
183,3.609940079542307,1.0744662636184692,76.20199985107422,93.17200014160156
184,3.598118176827064,1.0733531558227538,76.2620000830078,93.21200006347657
185,3.65385063794943,1.071983645915985,76.21400002929687,93.22200001220703
186,3.6466363851840677,1.07038896982193,76.26599989990234,93.16399990966796
187,3.653491964707008,1.0688781719589233,76.28200013427734,93.2260000390625
188,3.650972843170166,1.0666573482131958,76.33200005859375,93.16599993652343
189,3.5874435809942393,1.0653804390144348,76.36600003173828,93.1920000390625
190,3.6454857679513784,1.0637557917785645,76.45600013671876,93.23199993652344
191,3.513774725107046,1.0616233384895324,76.48400013671875,93.2180000390625
192,3.563998919266921,1.0603084029388428,76.43599998046875,93.27400001220703
193,3.5703212297879734,1.0585513940048217,76.58800000488282,93.32200009033203
194,3.5807607082220225,1.0580481667900086,76.59799995361328,93.29200006591797
195,3.6487275545413675,1.0574023871040343,76.54200003173828,93.3459999609375
196,3.597081523675185,1.056877522830963,76.54599995361328,93.3460000390625
197,3.5744421848883996,1.0558641094207764,76.55799995361328,93.3000000390625
198,3.5958996277589064,1.0561546443176268,76.56200003173828,93.33800016845703
199,3.564509767752427,1.0547316440582275,76.65000000488281,93.3460001171875
200,3.561295509338379,1.0529549405097962,76.62600008300781,93.34600014404297
201,3.572197987483098,1.0513009939956666,76.72599997802735,93.38200016845703
202,3.4683859806794386,1.049773670272827,76.75199995361328,93.3980001171875
203,3.5096101669164805,1.0489820963859557,76.73599987548828,93.3980001171875
204,3.541965750547556,1.0479871913528442,76.78799984863281,93.39800014404297
205,3.552084290064298,1.0465261562156678,76.82999997802735,93.41000014404297
206,3.527866702813369,1.0445495401191711,76.81000013427735,93.42600001464844
207,3.5520458771632266,1.0433564407730103,76.86999995361329,93.39799998779297
208,3.5105083538935733,1.042043731880188,76.89399987548828,93.41799998779297
209,3.5298326840767493,1.0408064299583435,76.94400002929687,93.49800009033203
210,3.476513541661776,1.0392437754631043,76.94400002929687,93.4859999609375
211,3.554428742482112,1.038367645816803,76.98000002929687,93.45799993652344
212,3.5284038415321937,1.0369195568847656,76.99600002929688,93.51399998779297
213,3.490870860906748,1.035497473487854,76.99799997802734,93.54199990966796
214,3.424740424522987,1.034104507675171,77.05000002929688,93.5199999609375
215,3.5134379038443933,1.0331550634765625,77.0580000024414,93.55799998779297
216,3.536603780893179,1.032247061214447,77.09800000244141,93.5600000390625
217,3.490053176879883,1.031309551639557,77.14999997558594,93.5820000390625
218,3.452769059401292,1.0306156318283082,77.12800013183593,93.58799998779297
219,3.4930599377705502,1.0301927532958985,77.15800018310547,93.64199993652343
220,3.4294546842575073,1.0298216314697266,77.17400005371094,93.6400001171875
221,3.517103754557096,1.0285131958961486,77.20200013183593,93.63800009033203
222,3.4301261718456564,1.0276724380111695,77.33400013183594,93.60200016845702
223,3.429193900181697,1.0266022072410583,77.3240000805664,93.65800006591797
224,3.4756451019873986,1.0260111222457886,77.2080000805664,93.6560001171875
225,3.387672543525696,1.0253702719497682,77.22000000244141,93.6420001171875
226,3.4321497128559995,1.0247650609588623,77.29800008056641,93.69800006591797
227,3.393416863221389,1.023135090122223,77.35400002685547,93.7020001171875
228,3.346862499530499,1.0226740792274476,77.37399994873047,93.72200014404297
229,3.3684084048637977,1.0217961944580078,77.318,93.68400006591797
230,3.4088494227482724,1.0210107017135621,77.39199997558593,93.77800006591796
231,3.417010655769935,1.020135320892334,77.4180000024414,93.74200006591796
232,3.3297406618411722,1.019633610725403,77.45800000244141,93.7800000390625
233,3.4436002786342916,1.0188532361412048,77.50400005371094,93.7900000390625
234,3.390467405319214,1.0181513790893555,77.5820001586914,93.7940000390625
235,3.4062598852010875,1.0178316269302368,77.60000008300781,93.84200009033204
236,3.3315780346210184,1.0176642581176758,77.55999995361329,93.8420000390625
237,3.245523828726548,1.0162758202552795,77.68799992675781,93.84800009033204
238,3.3860431726162252,1.0147602556037902,77.65199998046874,93.80400009033202
239,3.3711344462174635,1.0149608846092224,77.62200003173828,93.84400009033203
240,3.395016596867488,1.014084275188446,77.69199997802734,93.84200006347656
241,3.33223125567803,1.0142279758644104,77.7260000048828,93.81200001220704
242,3.2722744208115797,1.0144871711158752,77.69999992919922,93.77800001220703
243,3.294299703377944,1.0143271105194092,77.73399992919921,93.8599999609375
244,3.386339334341196,1.013495245399475,77.67599992919922,93.8359999609375
245,3.3559779478953433,1.0128418562507628,77.7320000048828,93.84399998535156
246,3.3851586121779222,1.0122832416534424,77.71399992675781,93.85399998535156
247,3.3185848272763767,1.0120159044647217,77.66200010742187,93.8619999609375
248,3.4120421684705295,1.011447264442444,77.69399995117188,93.9099999609375
249,3.358408047602727,1.011045929107666,77.73800002929687,93.87800001220702
250,3.3405405833170962,1.0111789925384522,77.74600010742188,93.88600001220703
251,3.3995857422168436,1.011200384902954,77.7540000805664,93.89600006347656
252,3.344233274459839,1.0108236647605895,77.81000008056641,93.89400006347657
253,3.3430335338299093,1.0110971656417846,77.7660000805664,93.93200006347656
254,3.3447021887852597,1.011051029033661,77.73600010742187,93.90400006347656
255,3.3371980098577647,1.0111792992591857,77.76600010742187,93.90399998535156
256,3.3039373067709117,1.011575257320404,77.76200013427734,93.91199998535156
257,3.342665094595689,1.0107825373649597,77.76200002929687,93.89799998535156
258,3.2409173341897817,1.010362703742981,77.81599995117188,93.91999998535157
259,3.2444190062009373,1.0095338723182679,77.82799997802735,93.93400006347656
260,3.2502715495916514,1.0084063833999635,77.88199995117188,93.99200009033203
261,3.2355781518496,1.0089174294281005,77.89000008056641,93.96800001220703
262,3.2915845192395725,1.0085826980400086,77.85400002929687,93.99400001220702
263,3.2919129133224487,1.0085666116333007,77.89799997802734,93.98800001220702
264,3.3377369183760424,1.0078233902931213,77.88200010742187,93.98800001220702
265,3.247765825344966,1.0076123833465576,77.87399997802734,94.00800001220703
266,3.274022780931913,1.007103594341278,77.90200013183593,93.99400001220702
267,3.2575209599274855,1.0074917896270752,77.8680000024414,93.99399993408203
268,3.224630365004906,1.0077618822288512,77.90200002929687,93.96200001220703
269,3.2447958175952616,1.0081541627502442,77.9239999243164,93.96000006347656
270,3.265821539438688,1.0078889096069337,77.97999995117188,93.98799998535156
271,3.2232394952040453,1.0078280867767333,77.97199997558593,93.97600006347656
272,3.2832658290863037,1.0076872639465333,78.00799997558593,93.98400001220703
273,3.2051855325698853,1.007792696800232,77.98800005371093,93.93200006347656
274,3.223773020964402,1.0081101359558104,77.95600005371094,94.0020001147461
275,3.2836102063839254,1.0079025932312011,77.97800005371094,93.96200001220703
276,3.1966241964927087,1.0077482775688171,78.016000078125,93.9900001147461
277,3.2463233929414015,1.0075665071868896,77.97000008056641,94.00400008789063
278,3.267233885251559,1.0079435980796814,78.04200010498047,94.01200011474609
279,3.1875281425622792,1.0079769723701477,78.03399997558594,93.99800016601563
280,3.26894827072437,1.0078983714485168,78.03599997558594,94.01600011474609
281,3.2321929839941173,1.0076744633865355,77.97199997558593,94.06000016601563
282,3.254852239902203,1.00761416267395,77.96599997558594,94.05600008789062
283,3.275798825117258,1.0081945110702515,77.9920000024414,94.06000008789063
284,3.244098397401663,1.0082766106987,77.9960000024414,94.04200008789063
285,3.2091944309381337,1.0080565133476258,77.9800000024414,94.01200008789063
286,3.1915823954802294,1.007890226688385,77.96599994873047,94.01400008789062
287,3.194284576636094,1.0075805915641785,77.95400010498047,94.03600016601563
288,3.1839488928134623,1.007558987007141,77.95200000244141,94.04200008789063
289,3.184012302985558,1.0076981685066224,77.97000008056641,94.05400008789063
290,3.2776587192828837,1.0078674282455444,77.98200008056641,94.0540001928711
291,3.229938708818876,1.0084541311073303,77.95200002929687,94.06000003662109
292,3.1981604282672587,1.008709987220764,77.93600005371094,94.06000016601563
293,3.235274076461792,1.0084418880081176,77.93800005371094,94.04800003662109
294,3.130323969400846,1.0083970454978943,77.98200013183593,94.02000008789062
295,3.2114441945002627,1.0080728188323975,78.00199997558593,94.03000008789063
296,3.2542523512473474,1.0076207134056092,77.93799997558594,94.01800000976563
297,3.212088419840886,1.006864398727417,78.02799989746094,94.00400008789063
298,3.2588143348693848,1.006399882659912,78.01599994873047,94.01800008789063
299,3.2335422314130344,1.0071024850463868,78.03799989746094,94.03200000976562
300,3.1880180560625515,1.0072448885726928,78.02999989746094,94.02200008789063
301,3.1986540372555075,1.0075175143432618,77.98999989746093,94.04400000976563
302,3.253669729599586,1.0074366650772095,78.05400000244141,94.04600000976562
303,3.2220460451566257,1.0071320990371704,78.02599997558593,94.03000000976563
304,3.227403063040513,1.006966623840332,78.07200005371094,94.03600006103515
305,3.1892703496492825,1.006504049396515,78.0939999243164,94.03800006103516
306,3.2123079024828396,1.0057385354232788,78.05999997802735,94.07200000976563
307,3.2511148085960975,1.0060638682174683,78.0760000024414,94.06400006103516
308,3.275101606662457,1.0059458318901062,78.09000005371094,94.07000000976562
309,3.2648362013009877,1.0060512433624267,78.12600010498046,94.03600000976563
